filename,filepath,parse_success,error,title,composer,num_parts,num_measures,actual_measures,num_notes,num_chords,num_rest,num_accidentals,accidental_ratio,pitch_min,pitch_max,pitch_range_semitones,num_large_leaps,large_leap_ratio,max_large_leap_semitones,max_polyphony,duration_quarter_lengths,note_density,chord_ratio,tempo_bpm,time_signatures,key_signature_sharps,no_key_signature,right_hand_single_notes,right_hand_chords,left_hand_single_notes,left_hand_chords,left_hand_melody_range_semitones,left_hand_is_melody,selected
Children_s_Medley__Polly_Wolly_Doodle_Unknown_Oh_Susanna_Stephen_Foster_Unknown_Piece__m045-052__c001622.musicxml,candidate_musicxml_full_bothhands\Children_s_Medley__Polly_Wolly_Doodle_Unknown_Oh_Susanna_Stephen_Foster_Unknown_Piece__m045-052__c001622.musicxml,True,,,,2,16,8,50,1,1,0,0.0,G3,G5,24,8,0.17391304347826086,12,3,32.0,1.5625,0.02040816326530612,,4/4,0,True,16,1,32,0,10,False,True
Chopin_-_Waltz_in_A_Minor_Piano_Solo__Chopin__m004-011__c000330.musicxml,candidate_musicxml_full_bothhands\Chopin_-_Waltz_in_A_Minor_Piano_Solo__Chopin__m004-011__c000330.musicxml,True,,,,2,16,8,56,1,2,1,0.017857142857142856,G3,A5,26,5,0.09615384615384616,15,4,24.0,2.3333333333333335,0.01818181818181818,,3/4,0,True,33,0,21,1,10,False,True
Chopin_-_Waltz_in_A_Minor_Piano_Solo__Chopin__m013-020__c000331.musicxml,candidate_musicxml_full_bothhands\Chopin_-_Waltz_in_A_Minor_Piano_Solo__Chopin__m013-020__c000331.musicxml,True,,,,2,16,8,59,1,0,5,0.0847457627118644,E3,D6,34,4,0.07272727272727272,10,4,24.0,2.4583333333333335,0.017241379310344827,,3/4,0,True,36,0,21,1,13,False,True
Chords_and_Waves__NA__m023-030__c000535.musicxml,candidate_musicxml_full_bothhands\Chords_and_Waves__NA__m023-030__c000535.musicxml,True,,waves-1,,2,16,8,81,1,6,0,0.0,E2,B5,43,13,0.17105263157894737,10,4,32.0,2.53125,0.012658227848101266,,4/4,0,True,24,0,54,1,13,False,True
Christmas_Anthem__NA__m001-008__c003529.musicxml,candidate_musicxml_full_bothhands\Christmas_Anthem__NA__m001-008__c003529.musicxml,True,,,,2,16,8,49,9,0,3,0.061224489795918366,C3,D5,26,8,0.32,12,4,24.0,2.0416666666666665,0.25,122.0,3/4,0,True,18,1,9,8,10,False,True
Cielito_Lindo__Arr._By_Jack_Bullock_ASCAP__m007-014__c000699.musicxml,candidate_musicxml_full_bothhands\Cielito_Lindo__Arr._By_Jack_Bullock_ASCAP__m007-014__c000699.musicxml,True,,Cielito Lindo,Arr. By Jack Bullock,2,16,8,55,2,7,0,0.0,D2,F5,39,10,0.2127659574468085,18,3,24.0,2.2916666666666665,0.0392156862745098,,3/4,0,True,36,2,13,0,17,False,True
clair_de_lune_beginner_version__claude_debussyarr._jahnavi_arun__m032-039__c000023.musicxml,candidate_musicxml_full_bothhands\clair_de_lune_beginner_version__claude_debussyarr._jahnavi_arun__m032-039__c000023.musicxml,True,,clair de lune,claude debussy,2,16,8,37,9,6,3,0.08108108108108109,F2,A5,40,1,0.09090909090909091,9,4,24.0,1.5416666666666667,0.4090909090909091,,3/4,0,True,12,2,1,7,0,False,True
Cluster_One__Transcribed_by_Sam_Anderson__m014-021__c002776.musicxml,candidate_musicxml_full_bothhands\Cluster_One__Transcribed_by_Sam_Anderson__m014-021__c002776.musicxml,True,,Cluster One,Pink Floyd,2,16,8,52,8,4,2,0.038461538461538464,G2,D6,43,7,0.25925925925925924,22,4,32.0,1.625,0.2222222222222222,,4/4,0,True,28,0,0,8,0,False,True
Colors_of_the_Wind_Pocahontas__Arrgt_S._Hermand__m002-009__c002945.musicxml,candidate_musicxml_full_bothhands\Colors_of_the_Wind_Pocahontas__Arrgt_S._Hermand__m002-009__c002945.musicxml,True,,Colors of the World ,Arrgt : S. Hermand,2,16,8,60,8,3,0,0.0,A2,A5,36,9,0.21428571428571427,10,3,32.0,1.875,0.15384615384615385,,4/4,0,True,42,0,2,8,10,False,True
Comethru_-_Jeremy_Zucker__NA__m001-008__c000520.musicxml,candidate_musicxml_full_bothhands\Comethru_-_Jeremy_Zucker__NA__m001-008__c000520.musicxml,True,,Comethru,Jeremy Zucker,2,16,8,93,8,9,0,0.0,F2,C5,31,11,0.14666666666666667,12,3,32.0,2.90625,0.09411764705882353,94.0,4/4,0,True,45,0,32,8,19,False,True
Composition_I__Professor_Reaper__m001-008__c003696.musicxml,candidate_musicxml_full_bothhands\Composition_I__Professor_Reaper__m001-008__c003696.musicxml,True,,Composition I,Professor Reaper,2,16,8,41,4,0,0,0.0,C3,C5,24,6,0.2222222222222222,11,4,32.0,1.28125,0.12121212121212122,,4/4,0,True,20,4,9,0,4,False,True
Composition_I__Professor_Reaper__m012-019__c003697.musicxml,candidate_musicxml_full_bothhands\Composition_I__Professor_Reaper__m012-019__c003697.musicxml,True,,Composition I,Professor Reaper,2,16,8,60,8,0,0,0.0,F2,C5,31,8,0.23529411764705882,12,4,32.0,1.875,0.18181818181818182,,4/4,0,True,22,8,14,0,12,False,True
Composition_I__Professor_Reaper__m017-024__c003698.musicxml,candidate_musicxml_full_bothhands\Composition_I__Professor_Reaper__m017-024__c003698.musicxml,True,,Composition I,Professor Reaper,2,16,8,58,7,0,0,0.0,F2,C5,31,10,0.2857142857142857,11,4,32.0,1.8125,0.1590909090909091,,4/4,0,True,24,7,13,0,11,False,True
Cool_Friggin_Theme__Also_You__m033-040__c001890.musicxml,candidate_musicxml_full_bothhands\Cool_Friggin_Theme__Also_You__m033-040__c001890.musicxml,True,,Piano Stuff,Also You,2,16,8,63,9,4,0,0.0,A1,D6,53,12,0.3157894736842105,15,5,32.0,1.96875,0.1836734693877551,,4/4,0,True,30,3,10,6,0,False,True
Counting_Stars_Starting_Beginer_Version__NA__m004-011__c001940.musicxml,candidate_musicxml_full_bothhands\Counting_Stars_Starting_Beginer_Version__NA__m004-011__c001940.musicxml,True,,asd,,2,16,8,49,4,3,0,0.0,F2,G4,26,6,0.15384615384615385,11,3,32.0,1.53125,0.08888888888888889,,4/4,0,True,34,0,7,4,12,False,True
CPE_Bach_La_Caroline_H98__Carl_Philipp_Emanuel_Bach__m050-057__c000847.musicxml,candidate_musicxml_full_bothhands\CPE_Bach_La_Caroline_H98__Carl_Philipp_Emanuel_Bach__m050-057__c000847.musicxml,True,,,Carl Philipp Emanuel Bach,2,16,8,52,5,8,5,0.09615384615384616,A2,A5,36,10,0.2564102564102564,20,4,16.0,3.25,0.10869565217391304,,2/4,0,True,22,1,19,4,20,False,True
Creeping_to_the_Dark__NA__m004-011__c003046.musicxml,candidate_musicxml_full_bothhands\Creeping_to_the_Dark__NA__m004-011__c003046.musicxml,True,,,,2,16,8,74,1,1,0,0.0,C3,E5,28,5,0.07246376811594203,14,4,32.0,2.3125,0.013888888888888888,,4/4,0,True,64,0,7,1,10,False,True
Creeping_to_the_Dark__NA__m016-023__c003047.musicxml,candidate_musicxml_full_bothhands\Creeping_to_the_Dark__NA__m016-023__c003047.musicxml,True,,,,2,16,8,74,1,1,0,0.0,A2,C5,27,5,0.07246376811594203,13,4,32.0,2.3125,0.013888888888888888,,4/4,0,True,64,0,7,1,10,False,True
Creeping_to_the_Dark__NA__m024-031__c003048.musicxml,candidate_musicxml_full_bothhands\Creeping_to_the_Dark__NA__m024-031__c003048.musicxml,True,,,,2,16,8,81,10,0,0,0.0,A2,E5,31,12,0.24489795918367346,10,6,32.0,2.53125,0.16393442622950818,,4/4,0,True,27,4,24,6,10,False,True
Dancing_While_Dead__NA__m028-035__c001257.musicxml,candidate_musicxml_full_bothhands\Dancing_While_Dead__NA__m028-035__c001257.musicxml,True,,Dancing While Dead,,2,16,8,58,6,6,0,0.0,F2,F5,36,11,0.2894736842105263,18,5,32.0,1.8125,0.13043478260869565,,4/4,0,True,22,5,18,1,18,False,True
Dancing_While_Dead__NA__m098-105__c001261.musicxml,candidate_musicxml_full_bothhands\Dancing_While_Dead__NA__m098-105__c001261.musicxml,True,,Dancing While Dead,,2,16,8,49,9,9,1,0.02040816326530612,E3,E5,24,7,0.3333333333333333,17,4,32.0,1.53125,0.2903225806451613,,4/4,0,True,22,0,0,9,0,False,True
Daughter_of_Evil_not_finished__NA__m009-016__c000877.musicxml,candidate_musicxml_full_bothhands\Daughter_of_Evil_not_finished__NA__m009-016__c000877.musicxml,True,,,,2,16,8,119,5,1,0,0.0,G2,C6,41,20,0.18691588785046728,15,3,32.0,3.71875,0.043859649122807015,,4/4,0,True,53,0,56,5,20,False,True
Daughter_of_Evil_not_finished__NA__m043-050__c000880.musicxml,candidate_musicxml_full_bothhands\Daughter_of_Evil_not_finished__NA__m043-050__c000880.musicxml,True,,,,2,16,8,74,5,7,0,0.0,G2,C6,41,19,0.3064516129032258,15,3,32.0,2.3125,0.07246376811594203,,4/4,0,True,32,0,32,5,20,False,True
Deck_The_Halls__Traditional__m005-012__c000658.musicxml,candidate_musicxml_full_bothhands\Deck_The_Halls__Traditional__m005-012__c000658.musicxml,True,,Deck The Halls,Traditional,2,16,8,65,1,0,1,0.015384615384615385,D2,C6,46,18,0.3,12,4,32.0,2.03125,0.015873015873015872,,4/4,0,True,36,0,26,1,17,False,True
Demons_Imagine_Dragons_Easy_version__Imagine_Dragons__m016-023__c002105.musicxml,candidate_musicxml_full_bothhands\Demons_Imagine_Dragons_Easy_version__Imagine_Dragons__m016-023__c002105.musicxml,True,,Demons,Imagine Dragons,2,16,8,72,8,2,0,0.0,F2,G5,38,18,0.32727272727272727,14,3,32.0,2.25,0.125,,4/4,0,True,56,0,0,8,0,False,True
Demons_Imagine_Dragons_Easy_version__Imagine_Dragons__m040-047__c002107.musicxml,candidate_musicxml_full_bothhands\Demons_Imagine_Dragons_Easy_version__Imagine_Dragons__m040-047__c002107.musicxml,True,,Demons,Imagine Dragons,2,16,8,72,8,2,0,0.0,F2,G5,38,18,0.32727272727272727,14,3,32.0,2.25,0.125,,4/4,0,True,56,0,0,8,0,False,True
Depths__Tove_Schweizer__m001-008__c000454.musicxml,candidate_musicxml_full_bothhands\Depths__Tove_Schweizer__m001-008__c000454.musicxml,True,,Depths,Tove Schweizer,2,16,8,62,8,4,0,0.0,G1,E4,33,2,0.045454545454545456,22,4,24.0,2.5833333333333335,0.14814814814814814,105.0,3/4,0,True,44,4,2,4,22,False,True
Depths__Tove_Schweizer__m006-013__c000455.musicxml,candidate_musicxml_full_bothhands\Depths__Tove_Schweizer__m006-013__c000455.musicxml,True,,Depths,Tove Schweizer,2,16,8,55,5,6,1,0.01818181818181818,G1,B3,28,2,0.046511627906976744,9,3,24.0,2.2916666666666665,0.1,,3/4,0,True,44,4,1,1,0,False,True
Depths__Tove_Schweizer__m014-021__c000456.musicxml,candidate_musicxml_full_bothhands\Depths__Tove_Schweizer__m014-021__c000456.musicxml,True,,Depths,Tove Schweizer,2,16,8,56,5,6,2,0.03571428571428571,A1,D4,29,3,0.06666666666666667,12,3,24.0,2.3333333333333335,0.09803921568627451,,3/4,0,True,46,2,0,3,0,False,True
Depths__Tove_Schweizer__m031-038__c000458.musicxml,candidate_musicxml_full_bothhands\Depths__Tove_Schweizer__m031-038__c000458.musicxml,True,,Depths,Tove Schweizer,2,16,8,58,1,5,3,0.05172413793103448,A0,E3,31,9,0.16666666666666666,27,3,24.0,2.4166666666666665,0.017543859649122806,,3/4,0,True,48,0,8,1,29,False,True
Depths__Tove_Schweizer__m069-076__c000460.musicxml,candidate_musicxml_full_bothhands\Depths__Tove_Schweizer__m069-076__c000460.musicxml,True,,Depths,Tove Schweizer,2,16,8,83,2,2,3,0.03614457831325301,E1,F5,49,13,0.16883116883116883,48,3,24.0,3.4583333333333335,0.024691358024691357,,3/4,0,True,32,1,47,1,9,False,True
Dil_Diyan_Gallan__NA__m038-045__c003174.musicxml,candidate_musicxml_full_bothhands\Dil_Diyan_Gallan__NA__m038-045__c003174.musicxml,True,,Dil Diyan Gallan Song Tiger Zinda Hai  Piano Cover Chords Instrumental By Ganesh Kini,,2,16,8,34,2,8,0,0.0,C2,F5,41,6,0.21428571428571427,14,3,32.0,1.0625,0.0625,,4/4,0,True,22,2,8,0,14,False,True
Dr._Caligari_In_Progress__NA__m016-023__c000313.musicxml,candidate_musicxml_full_bothhands\Dr._Caligari_In_Progress__NA__m016-023__c000313.musicxml,True,,Cabinet of Dr. Caligari,,2,16,8,40,8,0,0,0.0,C3,A5,33,3,0.2,12,4,24.0,1.6666666666666667,0.3333333333333333,,3/4,0,True,16,0,0,8,0,False,True
Easy_pieces_for_beginners__NA__m024-031__c003137.musicxml,candidate_musicxml_full_bothhands\Easy_pieces_for_beginners__NA__m024-031__c003137.musicxml,True,,Piese usoare pentru începatori,,2,16,8,43,10,3,3,0.06976744186046512,G3,A5,26,2,0.09523809523809523,7,4,24.0,1.7916666666666667,0.30303030303030304,,3/4,0,True,15,6,8,4,6,False,True
Easy_pieces_for_beginners__NA__m202-209__c003144.musicxml,candidate_musicxml_full_bothhands\Easy_pieces_for_beginners__NA__m202-209__c003144.musicxml,True,,Piese usoare pentru începatori,,2,16,8,30,8,14,0,0.0,B3,A5,22,3,0.25,10,3,24.0,1.25,0.36363636363636365,,3/4,0,True,8,8,6,0,2,False,True
Egg__S.P._Megown__m008-015__c002342.musicxml,candidate_musicxml_full_bothhands\Egg__S.P._Megown__m008-015__c002342.musicxml,True,,Title,Composer,2,16,8,56,9,0,0,0.0,C2,E4,28,8,0.2222222222222222,11,3,32.0,1.75,0.19148936170212766,,4/4,0,True,25,0,13,9,14,False,True
Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m001-008__c002517.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m001-008__c002517.musicxml,True,,,,2,16,8,61,1,5,4,0.06557377049180328,E3,A5,29,11,0.19298245614035087,10,3,24.0,2.5416666666666665,0.016666666666666666,,3/4,0,True,38,0,21,1,12,False,True
Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m006-013__c002518.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m006-013__c002518.musicxml,True,,,,2,16,8,62,1,4,5,0.08064516129032258,A2,A5,36,14,0.2413793103448276,15,3,24.0,2.5833333333333335,0.01639344262295082,,3/4,0,True,39,0,21,1,19,False,True
Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m036-043__c002519.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m036-043__c002519.musicxml,True,,,,2,16,8,69,1,6,4,0.057971014492753624,C3,A6,45,20,0.3076923076923077,12,3,24.0,2.875,0.014705882352941176,,3/4,0,True,46,0,21,1,17,False,True
Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m041-048__c002520.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m041-048__c002520.musicxml,True,,,,2,16,8,61,1,5,4,0.06557377049180328,E3,A5,29,11,0.19298245614035087,10,3,24.0,2.5416666666666665,0.016666666666666666,,3/4,0,True,38,0,21,1,12,False,True
Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m047-054__c002521.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_18_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m047-054__c002521.musicxml,True,,,,2,16,8,63,1,3,3,0.047619047619047616,A2,E6,43,20,0.3389830508474576,12,3,24.0,2.625,0.016129032258064516,,3/4,0,True,40,0,21,1,15,False,True
Elementary_Studies_op_176_Etude_1_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m001-008__c002156.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_1_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m001-008__c002156.musicxml,True,,,,2,16,8,88,8,0,0,0.0,C3,E6,40,10,0.15873015873015872,14,4,32.0,2.75,0.1111111111111111,100.0,4/4,0,True,64,0,0,8,0,False,True
Elementary_Studies_op_176_Etude_2_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m009-016__c000121.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_2_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m009-016__c000121.musicxml,True,,"Etude 2, Op 176",J.B.Duvernoy,2,16,8,57,1,1,0,0.0,G3,G5,24,4,0.07547169811320754,8,3,32.0,1.78125,0.017857142857142856,,4/4,0,True,30,0,25,1,8,False,True
Elementary_Studies_op_176_Etude_4_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m011-018__c000362.musicxml,candidate_musicxml_full_bothhands\Elementary_Studies_op_176_Etude_4_by_Jean_Baptiste_Duvernoy__Jean-Baptiste_Duvernoy_c._1802_c._1880__m011-018__c000362.musicxml,True,,,,2,16,8,76,1,2,1,0.013157894736842105,G3,C6,29,11,0.1527777777777778,11,3,32.0,2.375,0.013333333333333334,,4/4,0,True,30,0,44,1,12,False,True
Enckhausen_Melodie_in_C__Pianolessen.eu__m004-011__c001095.musicxml,candidate_musicxml_full_bothhands\Enckhausen_Melodie_in_C__Pianolessen.eu__m004-011__c001095.musicxml,True,,Enckhausen,Enckhausen,2,16,8,48,3,4,0,0.0,C3,G5,31,10,0.25,12,3,32.0,1.5,0.06666666666666667,,4/4,0,True,25,3,17,0,12,False,True
Enckhausen_Melodie_in_C__Pianolessen.eu__m013-020__c001096.musicxml,candidate_musicxml_full_bothhands\Enckhausen_Melodie_in_C__Pianolessen.eu__m013-020__c001096.musicxml,True,,Enckhausen,Enckhausen,2,16,8,48,3,3,0,0.0,C3,G5,31,11,0.275,10,3,32.0,1.5,0.06666666666666667,,4/4,0,True,25,3,17,0,14,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1306-1313__c002604.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1306-1313__c002604.musicxml,True,,,,2,16,8,54,9,11,4,0.07407407407407407,E2,C5,32,8,0.2857142857142857,12,6,32.0,1.6875,0.23076923076923078,190.0,4/4,0,True,23,3,7,6,16,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1391-1398__c002609.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1391-1398__c002609.musicxml,True,,,,2,16,8,92,6,2,3,0.03260869565217391,E2,C6,44,6,0.08108108108108109,8,6,32.0,2.875,0.07317073170731707,,4/4,0,True,33,3,43,3,20,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1486-1493__c002613.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1486-1493__c002613.musicxml,True,,,,2,16,8,102,6,0,2,0.0196078431372549,C2,C5,36,17,0.19318181818181818,10,3,32.0,3.1875,0.0625,,4/4,0,True,34,6,56,0,24,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1491-1498__c002614.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1491-1498__c002614.musicxml,True,,,,2,16,8,100,10,1,2,0.02,C2,C5,36,6,0.07692307692307693,7,4,32.0,3.125,0.1111111111111111,,4/4,0,True,31,9,49,1,24,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1747-1754__c002616.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m1747-1754__c002616.musicxml,True,,,,2,16,8,84,7,2,4,0.047619047619047616,G1,E6,57,22,0.3283582089552239,24,4,32.0,2.625,0.09210526315789473,,4/4,0,True,40,0,29,7,20,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m280-287__c002549.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m280-287__c002549.musicxml,True,,,,2,16,8,74,1,0,6,0.08108108108108109,A2,C5,27,15,0.21428571428571427,9,3,32.0,2.3125,0.0136986301369863,,4/4,0,True,37,0,35,1,15,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m286-293__c002550.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m286-293__c002550.musicxml,True,,,,2,16,8,76,1,1,0,0.0,F2,C5,31,11,0.1527777777777778,12,3,32.0,2.375,0.013333333333333334,,4/4,0,True,33,0,41,1,19,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m303-310__c002551.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m303-310__c002551.musicxml,True,,,,2,16,8,87,1,1,1,0.011494252873563218,E2,C5,32,11,0.13253012048192772,15,2,32.0,2.71875,0.011627906976744186,170.0,4/4,0,True,50,0,35,1,20,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m327-334__c002552.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m327-334__c002552.musicxml,True,,,,2,16,8,67,1,4,6,0.08955223880597014,A2,C6,39,17,0.2698412698412698,9,3,32.0,2.09375,0.015151515151515152,,4/4,0,True,30,0,35,1,15,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m335-342__c002553.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m335-342__c002553.musicxml,True,,,,2,16,8,73,1,5,3,0.0410958904109589,F2,C6,43,7,0.10144927536231885,11,2,32.0,2.28125,0.013888888888888888,,4/4,0,True,30,0,41,1,18,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m358-365__c002554.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m358-365__c002554.musicxml,True,,,,2,16,8,92,1,0,1,0.010869565217391304,F2,G5,38,18,0.20454545454545456,19,3,32.0,2.875,0.01098901098901099,170.0,4/4,0,True,55,0,35,1,23,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m404-411__c002555.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m404-411__c002555.musicxml,True,,,,2,16,8,72,4,2,0,0.0,F2,E6,47,12,0.2,19,5,32.0,2.25,0.06060606060606061,130.0,4/4,0,True,35,2,27,2,23,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m508-515__c002556.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m508-515__c002556.musicxml,True,,,,2,16,8,96,3,0,5,0.052083333333333336,B2,D5,27,4,0.045454545454545456,12,3,32.0,3.0,0.03225806451612903,,4/4,0,True,61,0,29,3,12,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m553-560__c002558.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m553-560__c002558.musicxml,True,,,,2,16,8,68,1,3,6,0.08823529411764706,E2,C5,32,17,0.265625,14,2,32.0,2.125,0.014925373134328358,,4/4,0,True,34,0,32,1,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m558-565__c002559.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m558-565__c002559.musicxml,True,,,,2,16,8,69,1,3,6,0.08695652173913043,E2,C5,32,19,0.2923076923076923,14,2,32.0,2.15625,0.014705882352941176,,4/4,0,True,35,0,32,1,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m601-608__c002563.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m601-608__c002563.musicxml,True,,,,2,16,8,67,4,3,3,0.04477611940298507,F2,E5,35,13,0.22807017543859648,14,2,32.0,2.09375,0.06349206349206349,190.0,4/4,0,True,34,0,25,4,16,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m608-615__c002564.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m608-615__c002564.musicxml,True,,,,2,16,8,69,1,3,6,0.08695652173913043,E2,C5,32,19,0.2923076923076923,14,2,32.0,2.15625,0.014705882352941176,,4/4,0,True,35,0,32,1,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m657-664__c002566.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m657-664__c002566.musicxml,True,,,,2,16,8,49,8,11,2,0.04081632653061224,A2,A5,36,8,0.27586206896551724,21,5,32.0,1.53125,0.20512820512820512,120.0,4/4,0,True,17,2,14,6,8,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m675-682__c002567.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m675-682__c002567.musicxml,True,,,,2,16,8,64,1,10,3,0.046875,E2,C5,32,11,0.18333333333333332,12,3,32.0,2.0,0.015873015873015872,,4/4,0,True,39,0,23,1,12,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m680-687__c002568.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m680-687__c002568.musicxml,True,,,,2,16,8,79,5,6,1,0.012658227848101266,E2,C5,32,13,0.19402985074626866,13,3,32.0,2.46875,0.06756756756756757,,4/4,0,True,50,0,19,5,17,False,True
