filename,filepath,parse_success,error,title,composer,num_parts,num_measures,actual_measures,num_notes,num_chords,num_rest,num_accidentals,accidental_ratio,pitch_min,pitch_max,pitch_range_semitones,num_large_leaps,large_leap_ratio,max_large_leap_semitones,max_polyphony,duration_quarter_lengths,note_density,chord_ratio,tempo_bpm,time_signatures,key_signature_sharps,no_key_signature,right_hand_single_notes,right_hand_chords,left_hand_single_notes,left_hand_chords,left_hand_melody_range_semitones,left_hand_is_melody,selected
Lies_Cost_Nothing_-_Will_Atkinson_Remix__John_O_Callaghan_Clare_Stagg_Will_Atkinson__m052-059__c003790.musicxml,candidate_musicxml_full_bothhands\Lies_Cost_Nothing_-_Will_Atkinson_Remix__John_O_Callaghan_Clare_Stagg_Will_Atkinson__m052-059__c003790.musicxml,True,,Lies Cost Nothing - Will Atkinson Remix,"John O'Callaghan, Clare Stagg, Will Atkinson",2,16,8,84,5,3,0,0.0,C2,A5,45,15,0.22388059701492538,14,4,32.0,2.625,0.06756756756756757,,4/4,0,True,31,0,38,5,17,False,True
Lighter_than_Air_-_MarRlo__MaRLo_FeenixpawlArranged_Jason_Zhu__m130-137__c002108.musicxml,candidate_musicxml_full_bothhands\Lighter_than_Air_-_MarRlo__MaRLo_FeenixpawlArranged_Jason_Zhu__m130-137__c002108.musicxml,True,,,,2,16,8,34,1,4,0,0.0,F2,E6,47,9,0.3103448275862069,17,4,32.0,1.0625,0.03125,220.0,4/4,0,True,19,1,12,0,19,False,True
Lighter_than_Air_-_MarRlo__MaRLo_FeenixpawlArranged_Jason_Zhu__m136-143__c002109.musicxml,candidate_musicxml_full_bothhands\Lighter_than_Air_-_MarRlo__MaRLo_FeenixpawlArranged_Jason_Zhu__m136-143__c002109.musicxml,True,,,,2,16,8,34,1,4,0,0.0,F2,E6,47,10,0.3448275862068966,16,4,32.0,1.0625,0.03125,220.0,4/4,0,True,19,1,12,0,19,False,True
listen_before_i_go__NA__m029-036__c002312.musicxml,candidate_musicxml_full_bothhands\listen_before_i_go__NA__m029-036__c002312.musicxml,True,,listen before i go,,2,16,8,30,2,2,0,0.0,C1,E4,40,7,0.2916666666666667,12,3,32.0,0.9375,0.07142857142857142,,4/4,0,True,20,0,6,2,5,False,True
Little_Star_Variation_in_A_Minor__Gemma_Eeles__m005-012__c000171.musicxml,candidate_musicxml_full_bothhands\Little_Star_Variation_in_A_Minor__Gemma_Eeles__m005-012__c000171.musicxml,True,,Twinkle Twinkle Little Star Variations,Gemma Eeles,2,16,8,88,1,7,0,0.0,E2,F4,25,11,0.13095238095238096,10,2,32.0,2.75,0.011494252873563218,,4/4,0,True,38,0,48,1,17,False,True
Love_Happens__NA__m012-019__c002149.musicxml,candidate_musicxml_full_bothhands\Love_Happens__NA__m012-019__c002149.musicxml,True,,,,2,16,8,96,2,6,0,0.0,F2,C6,43,16,0.17777777777777778,19,3,32.0,3.0,0.02127659574468085,,4/4,0,True,28,2,64,0,19,False,True
Love_Shot_-_EXO__NA__m026-033__c000276.musicxml,candidate_musicxml_full_bothhands\Love_Shot_-_EXO__NA__m026-033__c000276.musicxml,True,,Love Shot - EXO ,,2,16,8,63,1,9,6,0.09523809523809523,G2,B-4,27,7,0.11864406779661017,12,3,32.0,1.96875,0.016129032258064516,,4/4,0,True,32,0,29,1,17,False,True
Love_Story_Francis_Lai_Easy_Beginner__Francis_Lai__m037-044__c001404.musicxml,candidate_musicxml_full_bothhands\Love_Story_Francis_Lai_Easy_Beginner__Francis_Lai__m037-044__c001404.musicxml,True,,Love Story,Francis Lai,2,16,8,103,1,0,9,0.08737864077669903,E2,C5,32,17,0.17346938775510204,16,4,32.0,3.21875,0.009900990099009901,,4/4,0,True,43,1,57,0,20,False,True
Lullaby_2__Ben_McCasland__m001-008__c000783.musicxml,candidate_musicxml_full_bothhands\Lullaby_2__Ben_McCasland__m001-008__c000783.musicxml,True,,,,2,16,8,67,8,0,1,0.014925373134328358,C2,F5,41,11,0.23404255319148937,12,5,32.0,2.09375,0.14035087719298245,,4/4,0,True,33,1,16,7,15,False,True
Lullaby_2__Ben_McCasland__m006-013__c000784.musicxml,candidate_musicxml_full_bothhands\Lullaby_2__Ben_McCasland__m006-013__c000784.musicxml,True,,,,2,16,8,79,8,0,0,0.0,C2,A5,45,12,0.2,12,5,32.0,2.46875,0.11428571428571428,,4/4,0,True,39,1,23,7,17,False,True
Lullaby_2__Ben_McCasland__m011-018__c000785.musicxml,candidate_musicxml_full_bothhands\Lullaby_2__Ben_McCasland__m011-018__c000785.musicxml,True,,,,2,16,8,75,4,0,0,0.0,G2,G5,36,13,0.20634920634920634,14,4,32.0,2.34375,0.057971014492753624,,4/4,0,True,37,0,28,4,17,False,True
Lullaby_2__Ben_McCasland__m025-032__c000786.musicxml,candidate_musicxml_full_bothhands\Lullaby_2__Ben_McCasland__m025-032__c000786.musicxml,True,,,,2,16,8,71,7,0,0,0.0,G2,A5,38,7,0.1320754716981132,10,4,32.0,2.21875,0.11290322580645161,,4/4,0,True,45,0,10,7,12,False,True
L_arabesque__Burgm_ller__m013-020__c000512.musicxml,candidate_musicxml_full_bothhands\L_arabesque__Burgm_ller__m013-020__c000512.musicxml,True,,L'arabesque,Burgmüller,2,16,8,61,2,5,6,0.09836065573770492,G#3,A5,25,9,0.16981132075471697,9,4,16.0,3.8125,0.03508771929824561,,2/4,0,True,21,0,34,2,13,False,True
Mafumafu_mix__NA__m035-042__c000316.musicxml,candidate_musicxml_full_bothhands\Mafumafu_mix__NA__m035-042__c000316.musicxml,True,,Mafumafu mix,,2,16,8,89,5,5,1,0.011235955056179775,G2,A5,38,9,0.1232876712328767,12,5,32.0,2.78125,0.0625,180.0,4/4,0,True,35,1,40,4,6,False,True
Mafumafu_mix__NA__m069-076__c000317.musicxml,candidate_musicxml_full_bothhands\Mafumafu_mix__NA__m069-076__c000317.musicxml,True,,Mafumafu mix,,2,16,8,57,6,0,0,0.0,B3,A6,34,11,0.2894736842105263,24,4,32.0,1.78125,0.13043478260869565,,4/4,0,True,17,6,23,0,10,False,True
Major_Piano_Piece__Gage_Rose__m014-021__c002892.musicxml,candidate_musicxml_full_bothhands\Major_Piano_Piece__Gage_Rose__m014-021__c002892.musicxml,True,,,,2,16,8,78,1,0,0,0.0,C3,C6,36,19,0.2602739726027397,19,4,24.0,3.25,0.013157894736842105,,3/4,0,True,34,0,41,1,7,False,True
March_of_Cactus__smilife_cactus__m021-028__c002077.musicxml,candidate_musicxml_full_bothhands\March_of_Cactus__smilife_cactus__m021-028__c002077.musicxml,True,,Unlnown sheets,smilife (Daniils Ļeontjevs),2,16,8,105,1,0,0,0.0,C2,E5,40,15,0.1485148514851485,12,3,16.0,6.5625,0.009615384615384616,,2/4,0,True,43,0,60,1,17,False,True
Matty_Garau_Sonata_Project__NA__m002-009__c000692.musicxml,candidate_musicxml_full_bothhands\Matty_Garau_Sonata_Project__NA__m002-009__c000692.musicxml,True,,Matty Garau Sonata Project,,2,16,8,84,1,0,2,0.023809523809523808,G2,G5,36,16,0.2,12,3,32.0,2.625,0.012048192771084338,,4/4,0,True,32,0,50,1,22,False,True
Matty_Garau_Sonata_Project__NA__m024-031__c000693.musicxml,candidate_musicxml_full_bothhands\Matty_Garau_Sonata_Project__NA__m024-031__c000693.musicxml,True,,Matty Garau Sonata Project,,2,16,8,84,1,0,2,0.023809523809523808,G2,G5,36,16,0.2,12,3,32.0,2.625,0.012048192771084338,,4/4,0,True,32,0,50,1,22,False,True
Melanie_Martinez_alphabet_boy__Melanie_Martinez__m028-035__c001185.musicxml,candidate_musicxml_full_bothhands\Melanie_Martinez_alphabet_boy__Melanie_Martinez__m028-035__c001185.musicxml,True,,Alphabet boy,Melanie Martinez,2,16,8,150,2,7,0,0.0,C3,G5,31,19,0.13194444444444445,12,2,32.0,4.6875,0.013513513513513514,,4/4,0,True,68,0,78,2,16,False,True
Melanie_Martinez_alphabet_boy__Melanie_Martinez__m073-080__c001186.musicxml,candidate_musicxml_full_bothhands\Melanie_Martinez_alphabet_boy__Melanie_Martinez__m073-080__c001186.musicxml,True,,Alphabet boy,Melanie Martinez,2,16,8,145,1,7,5,0.034482758620689655,D3,G5,29,5,0.03571428571428571,10,4,32.0,4.53125,0.006993006993006993,,4/4,0,True,70,0,72,1,14,False,True
Melati_dari_Jayagiri__Bimbo__m006-013__c002804.musicxml,candidate_musicxml_full_bothhands\Melati_dari_Jayagiri__Bimbo__m006-013__c002804.musicxml,True,,Melati dari Jayagiri,Bimbo,2,16,8,79,8,2,4,0.05063291139240506,A2,A5,36,8,0.13114754098360656,13,3,24.0,3.2916666666666665,0.11267605633802817,,3/4,0,True,23,0,40,8,20,False,True
Melati_dari_Jayagiri__Bimbo__m014-021__c002805.musicxml,candidate_musicxml_full_bothhands\Melati_dari_Jayagiri__Bimbo__m014-021__c002805.musicxml,True,,Melati dari Jayagiri,Bimbo,2,16,8,76,8,1,7,0.09210526315789473,E2,C6,44,16,0.2857142857142857,12,4,24.0,3.1666666666666665,0.12121212121212122,,3/4,0,True,22,0,36,8,20,False,True
Melati_dari_Jayagiri__Bimbo__m019-026__c002806.musicxml,candidate_musicxml_full_bothhands\Melati_dari_Jayagiri__Bimbo__m019-026__c002806.musicxml,True,,Melati dari Jayagiri,Bimbo,2,16,8,70,8,1,5,0.07142857142857142,E2,E5,36,9,0.1836734693877551,14,4,24.0,2.9166666666666665,0.13559322033898305,,3/4,0,True,20,0,31,8,20,False,True
Melati_dari_Jayagiri__Bimbo__m024-031__c002807.musicxml,candidate_musicxml_full_bothhands\Melati_dari_Jayagiri__Bimbo__m024-031__c002807.musicxml,True,,Melati dari Jayagiri,Bimbo,2,16,8,78,7,2,4,0.05128205128205128,A2,B5,38,16,0.25806451612903225,14,3,24.0,3.25,0.09859154929577464,,3/4,0,True,23,0,41,7,20,False,True
Melati_dari_Jayagiri__Bimbo__m032-039__c002808.musicxml,candidate_musicxml_full_bothhands\Melati_dari_Jayagiri__Bimbo__m032-039__c002808.musicxml,True,,Melati dari Jayagiri,Bimbo,2,16,8,77,8,2,6,0.07792207792207792,E2,C6,44,16,0.2711864406779661,14,3,24.0,3.2083333333333335,0.11594202898550725,,3/4,0,True,21,0,40,8,20,False,True
Melati_dari_Jayagiri__Bimbo__m037-044__c002809.musicxml,candidate_musicxml_full_bothhands\Melati_dari_Jayagiri__Bimbo__m037-044__c002809.musicxml,True,,Melati dari Jayagiri,Bimbo,2,16,8,73,6,3,5,0.0684931506849315,E2,A5,41,11,0.1864406779661017,14,3,24.0,3.0416666666666665,0.08955223880597014,,3/4,0,True,20,0,41,6,20,False,True
Midnight_Snowfall__Katherina_Ward__m051-058__c002380.musicxml,candidate_musicxml_full_bothhands\Midnight_Snowfall__Katherina_Ward__m051-058__c002380.musicxml,True,,Untitles,Katherina Ward,2,16,8,97,6,0,0,0.0,C4,F7,41,12,0.14814814814814814,10,6,32.0,3.03125,0.06741573033707865,,4/4,0,True,58,5,25,1,26,False,True
Milk__Composed_by_Go_SakabeTranscribed_by_Cindy_Hoy__m021-028__c000246.musicxml,candidate_musicxml_full_bothhands\Milk__Composed_by_Go_SakabeTranscribed_by_Cindy_Hoy__m021-028__c000246.musicxml,True,,Milk,Go Sakabe,2,16,8,58,9,21,0,0.0,F2,G4,26,6,0.15789473684210525,10,3,32.0,1.8125,0.1836734693877551,,4/4,0,True,28,1,12,8,7,False,True
Minecraft_Calm__C418__m077-084__c003079.musicxml,candidate_musicxml_full_bothhands\Minecraft_Calm__C418__m077-084__c003079.musicxml,True,,Minecraft - Calm,C418,2,16,8,33,4,3,0,0.0,D3,C5,22,5,0.22727272727272727,14,4,32.0,1.03125,0.14285714285714285,,4/4,0,True,15,4,9,0,5,False,True
Minecraft_Calm__C418__m082-089__c003080.musicxml,candidate_musicxml_full_bothhands\Minecraft_Calm__C418__m082-089__c003080.musicxml,True,,Minecraft - Calm,C418,2,16,8,43,4,5,0,0.0,D3,C5,22,5,0.16129032258064516,9,4,32.0,1.34375,0.10810810810810811,,4/4,0,True,22,3,11,1,10,False,True
Minecraft_Calm__C418__m087-094__c003081.musicxml,candidate_musicxml_full_bothhands\Minecraft_Calm__C418__m087-094__c003081.musicxml,True,,Minecraft - Calm,C418,2,16,8,47,6,6,0,0.0,D3,C5,22,9,0.2903225806451613,10,4,32.0,1.46875,0.15384615384615385,,4/4,0,True,22,5,11,1,10,False,True
Minor__NA__m001-008__c003791.musicxml,candidate_musicxml_full_bothhands\Minor__NA__m001-008__c003791.musicxml,True,,Minor,,2,16,8,47,5,2,0,0.0,E2,C5,32,9,0.2571428571428571,17,3,32.0,1.46875,0.11904761904761904,70.0,4/4,0,True,22,0,15,5,17,False,True
MISIRLOU_Pulp_Fiction__Arrgt_S._Hermand__m059-066__c002962.musicxml,candidate_musicxml_full_bothhands\MISIRLOU_Pulp_Fiction__Arrgt_S._Hermand__m059-066__c002962.musicxml,True,,MISIRLOU,Arrgt : S. Hermand,2,16,8,64,4,0,4,0.0625,E2,E-6,47,18,0.3333333333333333,19,3,32.0,2.0,0.06666666666666667,,4/4,0,True,16,4,40,0,19,False,True
Mock_composition__Brahadeshwar__m030-037__c002866.musicxml,candidate_musicxml_full_bothhands\Mock_composition__Brahadeshwar__m030-037__c002866.musicxml,True,,Semester Composition,Brahadeshwar,2,16,8,76,9,0,0,0.0,G2,F6,46,15,0.3191489361702128,17,6,24.0,3.1666666666666665,0.15517241379310345,,3/4,0,True,31,3,18,6,28,False,True
Morning_Routine__S.T._Spears__m022-029__c000605.musicxml,candidate_musicxml_full_bothhands\Morning_Routine__S.T._Spears__m022-029__c000605.musicxml,True,,Morning Routine,Seth Spears,2,16,8,93,4,0,1,0.010752688172043012,D4,F6,27,8,0.0963855421686747,8,3,32.0,2.90625,0.0449438202247191,,4/4,0,True,29,4,56,0,10,False,True
mothy_Akuno-p_Daughter_of_evil_jazz-waltz_ver__Mothy_P_GERO_Sinozaki__m306-313__c000370.musicxml,candidate_musicxml_full_bothhands\mothy_Akuno-p_Daughter_of_evil_jazz-waltz_ver__Mothy_P_GERO_Sinozaki__m306-313__c000370.musicxml,True,,,,2,16,8,56,6,1,0,0.0,D4,G6,29,4,0.1111111111111111,10,4,24.0,2.3333333333333335,0.13636363636363635,,3/4,0,True,21,0,17,6,15,False,True
Mozart_-_Piano_Sonata_No._1_in_C_K._279_189d__W.A._Mozart__m182-189__c002498.musicxml,candidate_musicxml_full_bothhands\Mozart_-_Piano_Sonata_No._1_in_C_K._279_189d__W.A._Mozart__m182-189__c002498.musicxml,True,,1. Sonate in C,Wolfgang Amadeus Mozart,2,16,8,77,8,5,6,0.07792207792207792,C2,G5,43,18,0.3157894736842105,17,4,16.0,4.8125,0.11940298507462686,,2/4,0,True,44,0,15,8,19,False,True
Mozart_K.256_Twelve_Variations_on_Ah_vous_dirai-je_Maman__m039-046__c003480.musicxml,candidate_musicxml_full_bothhands\Mozart_K.256_Twelve_Variations_on_Ah_vous_dirai-je_Maman__m039-046__c003480.musicxml,True,,모차르트 변주곡 K.265 ,모차르트,2,16,8,79,4,3,6,0.0759493670886076,C3,E6,40,13,0.18840579710144928,16,3,16.0,4.9375,0.05333333333333334,,2/4,0,True,59,0,12,4,17,False,True
Mozart_K.256_Twelve_Variations_on_Ah_vous_dirai-je_Maman__m122-129__c003481.musicxml,candidate_musicxml_full_bothhands\Mozart_K.256_Twelve_Variations_on_Ah_vous_dirai-je_Maman__m122-129__c003481.musicxml,True,,모차르트 변주곡 K.265 ,모차르트,2,16,8,38,7,22,0,0.0,C3,A5,33,6,0.2727272727272727,7,2,16.0,2.375,0.22580645161290322,,2/4,0,True,8,7,16,0,17,False,True
Mozart_Piano_Sonata_no.16_1st_movement_Retrograde__W.A._MozartComposera__m030-037__c003396.musicxml,candidate_musicxml_full_bothhands\Mozart_Piano_Sonata_no.16_1st_movement_Retrograde__W.A._MozartComposera__m030-037__c003396.musicxml,True,,Piano Sonanta no.16 1st mvt,W.A. Mozart Composera,2,16,8,117,1,17,8,0.06837606837606838,C3,F6,41,36,0.32142857142857145,22,4,32.0,3.65625,0.008695652173913044,,4/4,0,True,57,0,57,1,26,False,True
Mozart_s_Twelve_Variations_on_Ah_vous_dirai-je_Maman_K.265_300e__W._A._Mozart__m025-032__c000352.musicxml,candidate_musicxml_full_bothhands\Mozart_s_Twelve_Variations_on_Ah_vous_dirai-je_Maman_K.265_300e__W._A._Mozart__m025-032__c000352.musicxml,True,,Zw61f Variationen in C,"Endstanden wahrscheinlich Paris, 1778",2,16,8,72,1,4,5,0.06944444444444445,C3,E6,40,16,0.23529411764705882,16,3,16.0,4.5,0.014084507042253521,,2/4,0,True,53,0,17,1,17,False,True
Mozart_s_Twelve_Variations_on_Ah_vous_dirai-je_Maman_K.265_300e__W._A._Mozart__m042-049__c000353.musicxml,candidate_musicxml_full_bothhands\Mozart_s_Twelve_Variations_on_Ah_vous_dirai-je_Maman_K.265_300e__W._A._Mozart__m042-049__c000353.musicxml,True,,Zw61f Variationen in C,"Endstanden wahrscheinlich Paris, 1778",2,16,8,70,1,4,5,0.07142857142857142,C3,E6,40,18,0.2727272727272727,16,3,16.0,4.375,0.014492753623188406,,2/4,0,True,53,0,15,1,17,False,True
Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m001-008__c003338.musicxml,candidate_musicxml_full_bothhands\Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m001-008__c003338.musicxml,True,,Sonata,Jessica Hezel,2,16,8,92,8,1,3,0.03260869565217391,E2,B5,43,20,0.30303030303030304,18,4,32.0,2.875,0.10526315789473684,,4/4,0,True,41,0,27,8,23,False,True
Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m008-015__c003339.musicxml,candidate_musicxml_full_bothhands\Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m008-015__c003339.musicxml,True,,Sonata,Jessica Hezel,2,16,8,99,4,0,4,0.04040404040404041,F2,C6,43,30,0.3409090909090909,19,4,32.0,3.09375,0.0425531914893617,,4/4,0,True,44,0,46,4,24,False,True
Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m016-023__c003340.musicxml,candidate_musicxml_full_bothhands\Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m016-023__c003340.musicxml,True,,Sonata,Jessica Hezel,2,16,8,107,2,0,0,0.0,G2,G5,36,13,0.12871287128712872,12,3,32.0,3.34375,0.01904761904761905,,4/4,0,True,49,0,54,2,12,False,True
Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m041-048__c003341.musicxml,candidate_musicxml_full_bothhands\Music_Theory_3_-_Piano_Sonata__Jessica_Hezel__m041-048__c003341.musicxml,True,,Sonata,Jessica Hezel,2,16,8,98,2,0,2,0.02040816326530612,F2,C6,43,29,0.31868131868131866,19,5,32.0,3.0625,0.021052631578947368,,4/4,0,True,50,1,43,1,23,False,True
Mutany_at_Sea__Tyrone_Lee__m014-021__c000917.musicxml,candidate_musicxml_full_bothhands\Mutany_at_Sea__Tyrone_Lee__m014-021__c000917.musicxml,True,,,Tyrone LEe,2,16,8,93,2,13,3,0.03225806451612903,C3,D5,26,10,0.11764705882352941,12,4,32.0,2.90625,0.02247191011235955,,4/4,0,True,39,1,48,1,12,False,True
My_Theme__TeoniZ__m017-024__c003184.musicxml,candidate_musicxml_full_bothhands\My_Theme__TeoniZ__m017-024__c003184.musicxml,True,,Battle theme,TeoniZ,2,16,8,64,7,15,0,0.0,B3,F5,18,2,0.045454545454545456,10,3,32.0,2.0,0.1346153846153846,,4/4,0,True,45,7,0,0,0,False,True
My_Way__NA__m049-056__c000751.musicxml,candidate_musicxml_full_bothhands\My_Way__NA__m049-056__c000751.musicxml,True,,My Way,,2,16,8,47,1,0,0,0.0,F2,D6,45,2,0.047619047619047616,11,4,32.0,1.46875,0.022222222222222223,,4/4,0,True,16,0,28,1,16,False,True
NenaMora__Diego_Balbi_invierno_2019__m034-041__c001947.musicxml,candidate_musicxml_full_bothhands\NenaMora__Diego_Balbi_invierno_2019__m034-041__c001947.musicxml,True,,Nena Mora,Diego Balbi,2,16,8,42,6,6,1,0.023809523809523808,A2,D5,29,9,0.34615384615384615,17,4,24.0,1.75,0.17647058823529413,,3/4,0,True,14,2,14,4,17,False,True
Nighthawks__Michael_Schubert__m022-029__c001886.musicxml,candidate_musicxml_full_bothhands\Nighthawks__Michael_Schubert__m022-029__c001886.musicxml,True,,Nighthawks,Michael Schubert,2,16,8,45,5,13,0,0.0,G2,C6,41,8,0.2857142857142857,14,4,32.0,1.40625,0.14285714285714285,,4/4,0,True,22,5,8,0,19,False,True
Nighthawks__Michael_Schubert__m040-047__c001887.musicxml,candidate_musicxml_full_bothhands\Nighthawks__Michael_Schubert__m040-047__c001887.musicxml,True,,Nighthawks,Michael Schubert,2,16,8,61,4,7,0,0.0,D4,E6,26,11,0.21568627450980393,14,3,32.0,1.90625,0.07017543859649122,,4/4,0,True,28,4,25,0,10,False,True
Nighthawks__Michael_Schubert__m048-055__c001888.musicxml,candidate_musicxml_full_bothhands\Nighthawks__Michael_Schubert__m048-055__c001888.musicxml,True,,Nighthawks,Michael Schubert,2,16,8,83,1,2,1,0.012048192771084338,C4,A6,33,20,0.2564102564102564,22,4,32.0,2.59375,0.012345679012345678,,4/4,0,True,40,0,40,1,14,False,True
Ningen_shikkaku__NA__m074-081__c000556.musicxml,candidate_musicxml_full_bothhands\Ningen_shikkaku__NA__m074-081__c000556.musicxml,True,,Ningen shikkaku,,2,16,8,45,6,3,1,0.022222222222222223,E2,F5,37,10,0.3225806451612903,17,3,24.0,1.875,0.15384615384615385,130.0,3/4,0,True,16,2,17,4,20,False,True
No._3_-_Romance_Tension_Experiment_Am_Em_G_Dm_F__March_16_2018_v6_Justin_Bruce_Van_Horne__m010-017__c002993.musicxml,candidate_musicxml_full_bothhands\No._3_-_Romance_Tension_Experiment_Am_Em_G_Dm_F__March_16_2018_v6_Justin_Bruce_Van_Horne__m010-017__c002993.musicxml,True,,Movie Score,,2,16,8,55,5,7,0,0.0,A2,E6,43,3,0.07894736842105263,8,6,32.0,1.71875,0.1111111111111111,140.0,4/4,0,True,12,4,28,1,11,False,True
No._3_-_Romance_Tension_Experiment_Am_Em_G_Dm_F__March_16_2018_v6_Justin_Bruce_Van_Horne__m020-027__c002995.musicxml,candidate_musicxml_full_bothhands\No._3_-_Romance_Tension_Experiment_Am_Em_G_Dm_F__March_16_2018_v6_Justin_Bruce_Van_Horne__m020-027__c002995.musicxml,True,,Movie Score,,2,16,8,59,7,3,0,0.0,F2,E6,47,6,0.16666666666666666,16,6,32.0,1.84375,0.15555555555555556,150.0,4/4,0,True,22,3,16,4,9,False,True
Noche_de_paz__pianocursos.com__m001-008__c000048.musicxml,candidate_musicxml_full_bothhands\Noche_de_paz__pianocursos.com__m001-008__c000048.musicxml,True,,Noche de paz,pianocursos.com,2,16,8,38,4,0,0,0.0,B2,D5,27,2,0.07142857142857142,10,2,24.0,1.5833333333333333,0.11764705882352941,,3/4,0,True,14,0,16,4,8,False,True
Noche_de_paz__pianocursos.com__m010-017__c000049.musicxml,candidate_musicxml_full_bothhands\Noche_de_paz__pianocursos.com__m010-017__c000049.musicxml,True,,Noche de paz,pianocursos.com,2,16,8,42,2,0,0,0.0,B2,D5,27,2,0.05555555555555555,10,2,24.0,1.75,0.05,,3/4,0,True,18,0,20,2,10,False,True
Noche_de_paz__pianocursos.com__m015-022__c000050.musicxml,candidate_musicxml_full_bothhands\Noche_de_paz__pianocursos.com__m015-022__c000050.musicxml,True,,Noche de paz,pianocursos.com,2,16,8,35,2,0,1,0.02857142857142857,B2,F5,30,6,0.21428571428571427,10,4,24.0,1.4583333333333333,0.0625,,3/4,0,True,17,0,13,2,13,False,True
Noche_de_paz__pianocursos.com__m020-027__c000051.musicxml,candidate_musicxml_full_bothhands\Noche_de_paz__pianocursos.com__m020-027__c000051.musicxml,True,,Noche de paz,pianocursos.com,2,16,8,37,3,1,0,0.0,B2,E5,29,5,0.18518518518518517,12,4,24.0,1.5416666666666667,0.09375,,3/4,0,True,15,0,14,3,12,False,True
Now_that_this_Old_World_is_Ending__Dan_Romer__m069-076__c002473.musicxml,candidate_musicxml_full_bothhands\Now_that_this_Old_World_is_Ending__Dan_Romer__m069-076__c002473.musicxml,True,,Now that this Old World is Ending,Dan Romer,2,16,8,62,8,1,0,0.0,F2,A5,40,12,0.32432432432432434,19,4,32.0,1.9375,0.1702127659574468,,4/4,0,True,9,8,30,0,21,False,True
N_I_N_Y_C_ANH_S_N_T_NG_M-TP_IGOR_PRESNYAKOV_Fingerstyle_guitar_cover__NA__m003-010__c001533.musicxml,candidate_musicxml_full_bothhands\N_I_N_Y_C_ANH_S_N_T_NG_M-TP_IGOR_PRESNYAKOV_Fingerstyle_guitar_cover__NA__m003-010__c001533.musicxml,True,,NƠI NÀY CÓ ANH   SƠN TÙNG M-TP   IGOR PRESNYAKOV   Fingerstyle Guitar Cover,,2,16,8,93,8,40,0,0.0,C2,A4,33,14,0.18666666666666668,19,3,32.0,2.90625,0.09411764705882353,,4/4,0,True,53,3,24,5,21,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m005-012__c003419.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m005-012__c003419.musicxml,True,,Octobre,Francis Cabrel,2,16,8,60,10,2,0,0.0,F2,A4,28,4,0.10526315789473684,9,3,32.0,1.875,0.2,,4/4,0,True,16,10,24,0,11,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m013-020__c003420.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m013-020__c003420.musicxml,True,,Octobre,Francis Cabrel,2,16,8,57,7,1,0,0.0,F2,C5,31,6,0.14634146341463414,16,3,32.0,1.78125,0.14,,4/4,0,True,19,7,24,0,16,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m021-028__c003421.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m021-028__c003421.musicxml,True,,Octobre,Francis Cabrel,2,16,8,60,10,2,0,0.0,F2,A4,28,5,0.13157894736842105,9,3,32.0,1.875,0.2,,4/4,0,True,16,10,24,0,11,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m035-042__c003422.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m035-042__c003422.musicxml,True,,Octobre,Francis Cabrel,2,16,8,50,5,1,0,0.0,D3,C5,22,3,0.07894736842105263,12,3,32.0,1.5625,0.1111111111111111,,4/4,0,True,16,5,24,0,10,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m044-051__c003423.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m044-051__c003423.musicxml,True,,Octobre,Francis Cabrel,2,16,8,48,3,2,0,0.0,F2,A4,28,7,0.175,10,3,32.0,1.5,0.06666666666666667,,4/4,0,True,18,3,24,0,16,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m053-060__c003424.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m053-060__c003424.musicxml,True,,Octobre,Francis Cabrel,2,16,8,50,5,1,0,0.0,D3,C5,22,3,0.07894736842105263,12,3,32.0,1.5625,0.1111111111111111,,4/4,0,True,16,5,24,0,10,False,True
